"id","nume","diacritice","judet","auto","zip","populatie","lat","lng"
"8721","Lazuri (Sohodol)","Lazuri (Sohodol)","Alba","AB","517714","133","46.3641379","23.0248585"
"8722","Lehesti","Leheşti","Alba","AB","517716","32","46.306173","22.9809002"
"8723","Luminesti","Lumineşti","Alba","AB","517717","82","46.3296519","22.9550017"
"8724","Medresti","Medreşti","Alba","AB","517718","","46.2957","22.953"
"8725","Moraresti (Sohodol)","Morăreşti (Sohodol)","Alba","AB","517719","43","46.3368","23.0235999"
"8726","Munesti","Muneşti","Alba","AB","517721","22","46.2908642","23.0069618"
"8727","Napaiesti","Năpăieşti","Alba","AB","517722","32","46.3462649","23.0048252"
"8728","Nelegesti","Nelegeşti","Alba","AB","517723","21","46.3117451","23.0290655"
"8729","Nicoresti","Nicoreşti","Alba","AB","517724","43","46.3227","23.0127"
"8730","Peles","Peleş","Alba","AB","517726","51","46.3333545","22.9822688"
"8731","Poiana (Sohodol)","Poiana (Sohodol)","Alba","AB","517727","16","46.2996","22.9721"
"8732","Robesti","Robeşti","Alba","AB","517728","10","46.2932368","22.9853473"
"8733","Sebisesti","Sebişeşti","Alba","AB","517729","46","46.353842","22.9921863"
"8734","Sicoiesti","Sicoieşti","Alba","AB","517731","34","46.3436395","22.9784514"
"8735","Surdesti","Surdeşti","Alba","AB","517732","35","46.323","23.0029"
"8736","Simocesti","Şimoceşti","Alba","AB","517733","29","46.3100026","23.0000725"
"8737","Toci","Ţoci","Alba","AB","517734","","46.2935598","22.9793535"
"8738","Valea Verde","Valea Verde","Alba","AB","517736","12","46.3112","22.9498"
"8739","Vladosesti","Vlădoşeşti","Alba","AB","517737","88","46.3456708","23.0284752"
"8740","Stremt","Stremţ","Alba","AB","517745","1303","46.2265952","23.6368859"
"8741","Fata Pietrii","Faţa Pietrii","Alba","AB","517746","63","46.297136","23.529516"
"8742","Geoagiu de Sus","Geoagiu de Sus","Alba","AB","517747","725","46.2529017","23.5917174"
"8743","Geomal","Geomal","Alba","AB","517748","327","46.2606526","23.6228606"
"8744","Sibot","Şibot","Alba","AB","517750","1256","45.9327134","23.3367762"
"8745","Balomiru de Camp","Balomiru de Câmp","Alba","AB","517751","527","45.9383832","23.35995"
"8746","Bacainti","Băcăinţi","Alba","AB","517752","266","45.9382567","23.2877248"
"8747","Saracsau","Sărăcsău","Alba","AB","517753","187","45.9439344","23.3079959"
"8748","Sona","Şona","Alba","AB","517755","1025","46.2172769","24.0147622"
"8749","Alecus","Alecuş","Alba","AB","517756","112","46.2904323","23.993607"
"8750","Biia","Biia","Alba","AB","517757","1132","46.2322365","24.0016176"
"8751","Doptau","Doptău","Alba","AB","517758","","46.2646","23.927"
"8752","Lunca Tarnavei","Lunca Târnavei","Alba","AB","517759","407","46.2185089","23.9864441"
"8753","Sanmiclaus","Sânmiclăuş","Alba","AB","517761","1381","46.2475096","24.0525472"
"8754","Valea Sasului","Valea Sasului","Alba","AB","517762","10","46.2829631","24.0257521"
"8755","Spring","Şpring","Alba","AB","517765","737","45.9747295","23.7384372"
"8756","Carpen","Carpen","Alba","AB","517766","3","45.9661811","23.7071691"
"8757","Carpenii de Sus","Carpenii de Sus","Alba","AB","517767","","45.9661811","23.7071691"
"8758","Cunta","Cunţa","Alba","AB","517768","576","45.9268703","23.7215322"
"8759","Drasov","Draşov","Alba","AB","517769","515","45.9380803","23.7420489"
"8760","Vingard","Vingard","Alba","AB","517771","589","46.0127951","23.7428318"
"8761","Sugag","Şugag","Alba","AB","517775","1143","45.7776871","23.6206131"
"8762","Arti","Arţi","Alba","AB","517776","217","45.748596","23.5990222"
"8763","Barsana","Bârsana","Alba","AB","517777","144","45.7612553","23.5696901"
"8764","Dobra","Dobra","Alba","AB","517778","503","45.7632482","23.652266"
"8765","Jidostina","Jidoştina","Alba","AB","517779","61","45.7177567","23.5855341"
"8766","Martinie","Mărtinie","Alba","AB","517781","542","45.7927974","23.6087944"
"8767","Tau Bistra","Tău Bistra","Alba","AB","517782","116","45.6799134","23.5899299"
"8768","Unirea","Unirea","Alba","AB","517785","3414","46.4222271","23.7736605"
"8769","Ciugudu de Jos","Ciugudu de Jos","Alba","AB","517786","355","46.417699","23.7451372"
"8770","Ciugudu de Sus","Ciugudu de Sus","Alba","AB","517787","158","46.4260141","23.7014594"
"8771","Dumbrava (Unirea)","Dumbrava (Unirea)","Alba","AB","517788","402","46.4364659","23.7724757"
"8772","Inoc","Inoc","Alba","AB","517789","193","46.3851923","23.7861204"
"8773","Mahaceni","Măhăceni","Alba","AB","517791","274","46.4465391","23.7411019"
"8774","Vadu Motilor","Vadu Moţilor","Alba","AB","517795","192","46.3944349","22.9684366"
"8775","Bodesti","Bodeşti","Alba","AB","517796","121","46.4121527","22.9878315"
"8776","Burzesti","Burzeşti","Alba","AB","517797","31","46.4017885","22.9471299"
"8777","Dealu Frumos (Vadu Motilor)","Dealu Frumos (Vadu Moţilor)","Alba","AB","517798","192","46.4233159","22.9784481"
"8778","Lazesti (Vadu Motilor)","Lăzeşti (Vadu Moţilor)","Alba","AB","517799","28","46.4195319","22.9380067"
"8779","Necsesti","Necşeşti","Alba","AB","517801","173","46.3888","22.99"
"8780","Poduri-Bricesti","Poduri-Briceşti","Alba","AB","517802","128","46.4235358","22.9534864"
"8781","Popestii de Jos","Popeştii de Jos","Alba","AB","517803","127","46.4025877","22.9627888"
"8782","Popestii de Sus","Popeştii de Sus","Alba","AB","517804","124","46.4166588","22.933639"
"8783","Tomutesti","Tomuţeşti","Alba","AB","517806","96","46.4105577","22.9250886"
"8784","Totesti","Toţeşti","Alba","AB","517807","40","46.4264066","22.9264315"
"8785","Valtori (Vadu Motilor)","Vâltori (Vadu Moţilor)","Alba","AB","517808","57","46.4051301","22.9402989"
"8786","Valea Lunga","Valea Lungă","Alba","AB","517815","1719","46.1312116","24.0800315"
"8787","Faget","Făget","Alba","AB","517816","34","46.1518009","24.1661635"
"8788","Glogovet","Glogoveţ","Alba","AB","517817","162","46.1479423","24.0078089"
"8789","Lodroman","Lodroman","Alba","AB","517818","210","46.1171233","24.0723297"
"8790","Lunca (Valea Lunga)","Lunca (Valea Lungă)","Alba","AB","517819","48","46.104514","24.0551854"
"8791","Tauni","Tăuni","Alba","AB","517821","323","46.1510132","24.1301215"
"8792","Vidra","Vidra","Alba","AB","517825","43","46.357466","22.9294699"
"8793","Bai","Băi","Alba","AB","517826","7","46.3354527","22.9141056"
"8794","Bobaresti (Vidra)","Bobăreşti (Vidra)","Alba","AB","517827","73","46.3706171","22.9875968"
"8795","Bogdanesti (Vidra)","Bogdăneşti (Vidra)","Alba","AB","517487","35","46.2869638","23.3383904"
"8796","Bordestii Poieni","Bordeştii Poieni","Alba","AB","517829","103","46.3524097","22.9265326"
"8797","Culdesti","Culdeşti","Alba","AB","517831","66","46.3840673","22.959157"
"8798","Dealu Goiesti","Dealu Goieşti","Alba","AB","517832","78","46.389062","22.9011007"
"8799","Dos","Dos","Alba","AB","517833","66","46.368753","22.9553443"
"8800","Dosu Luncii","Dosu Luncii","Alba","AB","517834","20","46.3621913","22.8981538"
"8801","Dosu Vasesti","Dosu Văseşti","Alba","AB","517836","8","46.3678664","22.868234"
"8802","Dragoiesti-Lunca","Drăgoieşti-Luncă","Alba","AB","517837","78","46.3655311","22.9840017"
"8803","Ficaresti","Ficăreşti","Alba","AB","517838","39","46.3777071","22.9668038"
"8804","Gligoresti","Gligoreşti","Alba","AB","517839","16","46.3842","22.8451001"
"8805","Goiesti","Goieşti","Alba","AB","517841","79","46.3763676","22.9193157"
"8806","Haiducesti","Haiduceşti","Alba","AB","517842","101","46.394022","22.9270234"
"8807","Harasti","Hărăşti","Alba","AB","517843","","46.3492159","22.8982706"
"8808","Hoanca (Vidra)","Hoancă (Vidra)","Alba","AB","517844","5","46.3425823","22.9177296"
"8809","Jeflesti","Jefleşti","Alba","AB","517846","22","46.3766218","22.8746647"
"8810","Lunca (Vidra)","Lunca (Vidra)","Alba","AB","517847","48","46.3734607","22.9091342"
"8811","Lunca Bisericii","Lunca Bisericii","Alba","AB","517848","45","46.3679889","22.8871415"
"8812","Lunca Goiesti","Lunca Goieşti","Alba","AB","517849","54","46.3707419","22.9152773"
"8813","Lunca Vesesti","Lunca Veseşti","Alba","AB","517851","81","46.3790034","22.9442378"
"8814","Lunca de Jos","Lunca de Jos","Alba","AB","517852","39","46.3754417","22.9132233"
"8815","Modolesti (Vidra)","Modoleşti (Vidra)","Alba","AB","517846","21","46.3777","22.8753"
"8816","Nemesi","Nemeşi","Alba","AB","517854","63","46.3629335","22.8751551"
"8817","Oidesti","Oideşti","Alba","AB","517856","67","46.3780367","22.9308654"
"8818","Pitarcesti","Pitărceşti","Alba","AB","517857","18","46.3748579","22.9996568"
"8819","Plescuta","Pleşcuţa","Alba","AB","517858","87","46.3609039","22.9506195"
"8820","Poieni (Vidra)","Poieni (Vidra)","Alba","AB","517829","103","46.3524097","22.9265326"
"8821","Ponorel","Ponorel","Alba","AB","517861","71","46.3677775","22.9719015"
"8822","Puiuletesti","Puiuleţeşti","Alba","AB","517862","54","46.3711077","22.9964696"
"8823","Runc (Vidra)","Runc (Vidra)","Alba","AB","517863","40","46.3791","22.9944"
"8824","Segaj","Segaj","Alba","AB","517864","12","46.3729815","22.8619474"
"8825","Urdes","Urdeş","Alba","AB","517866","17","46.3718696","22.9406055"
"8826","Valea Morii","Valea Morii","Alba","AB","517867","112","46.3577543","22.9595339"
"8827","Vasesti","Văseşti","Alba","AB","517868","29","46.3783973","22.9022134"
"8828","Valcaneasa","Vâlcăneasa","Alba","AB","517869","38","46.3665008","22.9346082"
"8829","Valcesti","Vâlceşti","Alba","AB","517871","3","46.3785572","22.8714773"
"8830","Vartanesti","Vârtăneşti","Alba","AB","517872","56","46.3719442","22.9537048"
"8831","Vintu de Jos","Vinţu de Jos","Alba","AB","517875","3113","45.9920306","23.4864679"
"8832","Campu Goblii","Câmpu Goblii","Alba","AB","517876","121","45.9983741","23.448532"
"8833","Ciocasu","Ciocaşu","Alba","AB","517877","4","46.0380706","23.4728678"
"8834","Criseni","Crişeni","Alba","AB","517878","27","46.0408933","23.4888574"
"8835","Dealu Ferului","Dealu Ferului","Alba","AB","517879","36","46.0015325","23.4165318"
"8836","Gura Cutului","Gura Cuţului","Alba","AB","517881","26","46.0369869","23.4081675"
"8837","Hategana","Haţegana","Alba","AB","517882","20","46.0297723","23.4473004"
"8838","Inuri","Inuri","Alba","AB","517883","45","46.0438925","23.4532782"
"8839","Laz (Vintu de Jos)","Laz (Vinţu de Jos)","Alba","AB","517884","9","46.0523","23.4179"
"8840","Matacina","Mătăcina","Alba","AB","517886","3","46.0350536","23.4200099"
"8841","Mereteu","Mereteu","Alba","AB","517887","162","45.9976632","23.4344037"
"8842","Parau lui Mihai","Pârău lui Mihai","Alba","AB","517888","125","46.0121343","23.4836634"
"8843","Poienita (Vintu de Jos)","Poieniţa (Vinţu de Jos)","Alba","AB","517056","23","46.032245","23.4562099"
"8844","Stauini","Stăuini","Alba","AB","517891","8","46.0329512","23.4921021"
"8845","Valea Goblii","Valea Goblii","Alba","AB","517892","92","46.0096606","23.447227"
"8846","Valea Vintului","Valea Vinţului","Alba","AB","517893","458","46.0184804","23.4471575"
"8847","Valea lui Mihai","Valea lui Mihai","Alba","AB","517894","44","46.0251891","23.4756865"
"8848","Vurpar","Vurpăr","Alba","AB","517896","485","46.0004942","23.4677509"
"8849","Chilieni","Chilieni","Covasna","CV","520001","818","45.835985","25.8026034"
"8850","Coseni","Coşeni","Covasna","CV","520002","537","45.8122858","25.795738"
"8851","Baraolt","Baraolt","Covasna","CV","525100","5264","46.0753937","25.6050476"
"8852","Biborteni","Biborţeni","Covasna","CV","525101","672","46.0933223","25.6524703"
"8853","Bodos","Bodoş","Covasna","CV","525102","416","46.076186","25.6601756"
"8854","Capeni","Căpeni","Covasna","CV","525103","1000","46.0421249","25.5791913"
"8855","Miclosoara","Micloşoara","Covasna","CV","525104","442","46.0088977","25.5825182"
"8856","Racosul de Sus","Racoşul de Sus","Covasna","CV","525105","878","46.0802755","25.547364"
"8857","Covasna","Covasna","Covasna","CV","525200","9648","45.8472767","26.1783452"
"8858","Chiurus","Chiuruş","Covasna","CV","525201","466","45.8220859","26.1515609"
"8859","Intorsura Buzaului","Întorsura Buzăului","Covasna","CV","525300","5528","45.6640966","26.0149491"
"8860","Bradet","Brădet","Covasna","CV","525301","748","45.6546838","25.9887106"
"8861","Floroaia","Floroaia","Covasna","CV","525302","1100","45.6977908","26.0117048"
"8862","Scradoasa","Scrădoasa","Covasna","CV","525303","152","45.7203223","26.0075816"
"8863","Targu Secuiesc","Târgu Secuiesc","Covasna","CV","525400","16940","46.0006001","26.1345785"
"8864","Lunga","Lunga","Covasna","CV","525401","1551","46.0220484","26.2186287"
"8865","Aita Mare","Aita Mare","Covasna","CV","527005","940","45.9670572","25.5635224"
"8866","Aita Medie","Aita Medie","Covasna","CV","527006","775","45.9765624","25.6087491"
"8867","Barcani","Barcani","Covasna","CV","527010","2351","45.7124737","26.0863737"
"8868","Ladauti","Lădăuţi","Covasna","CV","527011","677","45.7202448","26.05978"
"8869","Saramas","Sărămaş","Covasna","CV","527012","660","45.7046807","26.0405379"
"8870","Batani","Băţani","Covasna","CV","527020","","46.0900927","25.6977467"
"8871","Aita Seaca","Aita Seacă","Covasna","CV","527016","697","46.0387871","25.6886498"
"8872","Batanii Mici","Băţanii Mici","Covasna","CV","527017","499","46.1039124","25.6959284"
"8873","Herculian","Herculian","Covasna","CV","527018","1229","46.1354128","25.7081089"
"8874","Ozunca-Bai","Ozunca-Băi","Covasna","CV","527019","58","46.0911192","25.7966408"
"8875","Batanii Mari","Băţanii Mari","Covasna","CV","527020","1920","46.0900927","25.6977467"
"8876","Belin","Belin","Covasna","CV","527030","1370","45.9321445","25.6403801"
"8877","Belin-Vale","Belin-Vale","Covasna","CV","527031","1489","45.9325269","25.6096533"
"8878","Bodoc","Bodoc","Covasna","CV","527035","1153","45.978097","25.8295171"
"8879","Olteni","Olteni","Covasna","CV","527036","755","45.970976","25.8458019"
"8880","Zalan","Zălan","Covasna","CV","527037","645","45.9593921","25.8174491"
"8881","Borosneu Mare","Boroşneu Mare","Covasna","CV","527040","1547","45.8211089","26.015429"
"8882","Borosneu Mic","Boroşneu Mic","Covasna","CV","527041","452","45.784333","26.0127498"
"8883","Dobolii de Sus","Dobolii de Sus","Covasna","CV","527042","229","45.7819341","26.0355734"
"8884","Let","Leţ","Covasna","CV","527043","626","45.8547535","26.0180487"
"8885","Tufalau","Ţufalău","Covasna","CV","527044","222","45.8355448","26.0265064"
"8886","Valea Mica","Valea Mică","Covasna","CV","527046","21","45.7804901","25.993402"
"8887","Brates","Brateş","Covasna","CV","527050","582","45.8342844","26.0706541"
"8888","Pachia","Pachia","Covasna","CV","527051","334","45.8280215","26.1169955"
"8889","Telechia","Telechia","Covasna","CV","527052","615","45.8581878","26.0456134"
"8890","Bradut","Brăduţ","Covasna","CV","527055","864","46.1289647","25.6101146"
"8891","Doboseni","Doboşeni","Covasna","CV","527056","2001","46.1272421","25.5933492"
"8892","Filia","Filia","Covasna","CV","527057","1142","46.1421904","25.6187743"
"8893","Talisoara","Tălişoara","Covasna","CV","527058","721","46.1029832","25.5882218"
"8894","Bretcu","Breţcu","Covasna","CV","527060","2467","46.0529902","26.3571364"
"8895","Martanus","Mărtănuş","Covasna","CV","527061","770","46.0198514","26.2896873"
"8896","Oituz","Oituz","Covasna","CV","527062","313","46.0693346","26.3866182"
"8897","Catalina","Catalina","Covasna","CV","527065","1372","45.9661534","26.1554986"
"8898","Hatuica","Hătuica","Covasna","CV","527066","457","45.9402657","26.1260216"
"8899","Imeni","Imeni","Covasna","CV","527067","305","45.9428294","26.1700742"
"8900","Marcusa","Mărcuşa","Covasna","CV","527068","637","45.9191382","26.0537264"
"8901","Martineni","Mărtineni","Covasna","CV","527069","607","45.9221368","26.0960963"
"8902","Cernat","Cernat","Covasna","CV","527070","3295","45.9570931","26.0311933"
"8903","Albis","Albiş","Covasna","CV","527071","404","45.9374993","26.0019487"
"8904","Icafalau","Icafalău","Covasna","CV","527072","279","46.0017951","26.0202424"
"8905","Chichis","Chichiş","Covasna","CV","527075","1019","45.7707805","25.7997157"
"8906","Bacel","Băcel","Covasna","CV","527076","518","45.7515728","25.8372517"
"8907","Comandau","Comandău","Covasna","CV","527080","1006","45.7566467","26.2730085"
"8908","Dobarlau","Dobârlău","Covasna","CV","527085","1047","45.7377198","25.8839772"
"8909","Lunca Marcusului","Lunca Mărcuşului","Covasna","CV","527086","358","45.7342422","25.8565403"
"8910","Marcus","Mărcuş","Covasna","CV","527087","422","45.7201382","25.8599014"
"8911","Valea Dobarlaului","Valea Dobârlăului","Covasna","CV","527088","308","45.7286524","25.9343584"
"8912","Ghelinta","Ghelinţa","Covasna","CV","527090","4600","45.9409896","26.2422934"
"8913","Harale","Harale","Covasna","CV","527091","215","45.9259335","26.2051396"
"8914","Ghidfalau","Ghidfalău","Covasna","CV","527095","1164","45.9059002","25.8441677"
"8915","Anghelus","Angheluş","Covasna","CV","527096","683","45.8766525","25.8862459"
"8916","Fotos","Fotoş","Covasna","CV","527097","368","45.8989489","25.8676237"
"8917","Zoltan","Zoltan","Covasna","CV","527098","445","45.9225991","25.8512951"
"8918","Haghig","Hăghig","Covasna","CV","527100","1793","45.8391349","25.5892157"
"8919","Iaras","Iarăş","Covasna","CV","527101","522","45.8688704","25.594702"
"8920","Ilieni","Ilieni","Covasna","CV","527105","1098","45.7953615","25.7713587"
"8921","Dobolii de Jos","Dobolii de Jos","Covasna","CV","527106","564","45.7817621","25.7542193"
"8922","Sancraiu","Sâncraiu","Covasna","CV","527107","374","45.8236895","25.761623"
"8923","Lemnia","Lemnia","Covasna","CV","527110","1936","46.0524976","26.260873"
"8924","Lutoasa","Lutoasa","Covasna","CV","527111","446","46.0908856","26.2295173"
"8925","Mereni","Mereni","Covasna","CV","527112","878","46.0738884","26.2310826"
"8926","Micfalau","Micfalău","Covasna","CV","527115","1805","46.06186","25.8622702"
"8927","Bixad","Bixad","Covasna","CV","527116","1799","46.1026791","25.8674939"
"8928","Malnas","Malnaş","Covasna","CV","527117","514","46.0077474","25.8411026"
"8929","Malnas-Bai","Malnaş-Băi","Covasna","CV","527118","434","46.0335912","25.823758"
"8930","Valea Zalanului","Valea Zălanului","Covasna","CV","527119","139","46.0110673","25.7535776"
"8931","Moacsa","Moacşa","Covasna","CV","527120","885","45.8715616","25.9699262"
"8932","Dalnic","Dalnic","Covasna","CV","527121","956","45.9210557","25.9859043"
"8933","Padureni","Pădureni","Covasna","CV","527122","316","45.8839198","25.9295602"
"8934","Ojdula","Ojdula","Covasna","CV","527125","3247","45.9804991","26.263009"
"8935","Hilib","Hilib","Covasna","CV","527126","272","45.9693614","26.2357655"
"8936","Ozun","Ozun","Covasna","CV","527130","2494","45.7974926","25.8516594"
"8937","Bicfalau","Bicfalău","Covasna","CV","527131","362","45.7632615","25.8726536"
"8938","Lisnau","Lisnău","Covasna","CV","527132","475","45.7752545","25.8963414"
"8939","Lisnau-Vale","Lisnău-Vale","Covasna","CV","527133","72","45.7670471","25.927531"
"8940","Lunca Ozunului","Lunca Ozunului","Covasna","CV","527134","145","45.7678146","25.8329337"
"8941","Magherus","Măgheruş","Covasna","CV","527136","114","45.786454","25.9232986"
"8942","Santionlunca","Sântionlunca","Covasna","CV","527137","768","45.8256074","25.8769219"
"8943","Poian","Poian","Covasna","CV","527140","1301","46.0696927","26.1598138"
"8944","Belani","Belani","Covasna","CV","527141","467","46.0837396","26.1858341"
"8945","Carpinenii","Cărpinenii","Covasna","CV","527142","3","46.1650836","26.1956394"
"8946","Estelnic","Estelnic","Covasna","CV","527143","895","46.1426393","26.2010588"
"8947","Valea Scurta","Valea Scurtă","Covasna","CV","527144","284","46.1035583","26.1961852"
"8948","Reci","Reci","Covasna","CV","527145","1443","45.8398226","25.9229125"
"8949","Aninoasa","Aninoasa","Covasna","CV","527146","443","45.814055","25.966257"
"8950","Bita","Bita","Covasna","CV","527147","285","45.834895","25.9744868"
"8951","Saciova","Saciova","Covasna","CV","527148","133","45.7841508","25.9562377"
"8952","Sanzieni","Sânzieni","Covasna","CV","527150","2730","46.083171","26.1100439"
"8953","Casinu Mic","Caşinu Mic","Covasna","CV","527151","262","46.0616768","26.1326315"
"8954","Petriceni","Petriceni","Covasna","CV","527152","962","46.0690154","26.0870258"
"8955","Valea Seaca","Valea Seacă","Covasna","CV","527153","628","46.0835378","26.1215803"
"8956","Sita Buzaului","Sita Buzăului","Covasna","CV","527155","3502","45.645137","26.0666791"
"8957","Crasna","Crasna","Covasna","CV","527156","554","45.5898747","26.140019"
"8958","Merisor","Merişor","Covasna","CV","527157","","45.6350257","26.0899139"
"8959","Zabratau","Zăbrătău","Covasna","CV","527158","528","45.6174859","26.1279548"
"8960","Turia","Turia","Covasna","CV","527160","3677","46.0643546","25.9780233"
"8961","Alungeni","Alungeni","Covasna","CV","527161","350","46.0165379","26.0224976"
"8962","Valea Crisului","Valea Crişului","Covasna","CV","527165","1790","45.9463233","25.7504648"
"8963","Arcus","Arcuş","Covasna","CV","527166","1519","45.9006159","25.7766981"
"8964","Calnic","Calnic","Covasna","CV","527167","517","45.9297551","25.7927996"
"8965","Valea Mare","Valea Mare","Covasna","CV","527170","1051","45.7691849","26.0150664"
"8966","Valcele","Vâlcele","Covasna","CV","527175","1347","45.8537981","25.6840786"
"8967","Araci","Araci","Covasna","CV","527176","2196","45.8060066","25.6534454"
"8968","Ariusd","Ariuşd","Covasna","CV","527177","529","45.7781241","25.6746503"
"8969","Hetea","Hetea","Covasna","CV","527178","403","45.8246666","25.6944151"
"8970","Varghis","Vârghiş","Covasna","CV","527180","1647","46.1437575","25.5215551"
"8971","Zagon","Zagon","Covasna","CV","527185","4007","45.771657","26.1242507"
"8972","Papauti","Păpăuţi","Covasna","CV","527186","1275","45.788646","26.1429446"
"8973","Zabala","Zăbala","Covasna","CV","527190","3324","45.887703","26.189789"
"8974","Peteni","Peteni","Covasna","CV","527191","149","45.9214626","26.1429982"
"8975","Surcea","Surcea","Covasna","CV","527192","605","45.8811247","26.0791653"
"8976","Tamasfalau","Tamaşfalău","Covasna","CV","527193","519","45.8842826","26.1156096"
"8977","Ciba","Ciba","Harghita","HR","530001","473","46.3800518","25.7465232"
"8978","Harghita-Bai","Harghita-Băi","Harghita","HR","530002","192","46.3793397","25.6320879"
"8979","Jigodin-Bai","Jigodin-Băi","Harghita","HR","530003","1125","46.3393735","25.8088648"
"8980","Baile Tusnad","Băile Tuşnad","Harghita","HR","535100","1629","46.1460752","25.8569589"
"8981","Carpitus","Carpitus","Harghita","HR","535101","12","46.1219063","25.8552825"
"8982","Balan","Bălan","Harghita","HR","535200","6115","46.6585838","25.8076679"
"8983","Borsec","Borsec","Harghita","HR","535300","2585","46.9702828","25.5597881"
"8984","Cristuru Secuiesc","Cristuru Secuiesc","Harghita","HR","535400","7836","46.2924526","25.0317145"
"8985","Filias","Filiaş","Harghita","HR","535401","1103","46.2693207","25.0161008"
"8986","Gheorgheni","Gheorgheni","Harghita","HR","535500","18259","46.7212112","25.5855275"
"8987","Covacipeter","Covacipeter","Harghita","HR","535501","7","46.7266774","25.7192348"
"8988","Lacu Rosu","Lacu Roşu","Harghita","HR","535502","94","46.7938289","25.795967"
"8989","Vargatac","Vargatac","Harghita","HR","535503","7","46.7543","25.6314"
"8990","Visafolio","Visafolio","Harghita","HR","535504","10","46.7032788","25.631161"
"8991","Odorheiu Secuiesc","Odorheiu Secuiesc","Harghita","HR","535600","34257","46.3049996","25.2926479"
"8992","Toplita","Topliţa","Harghita","HR","535700","9536","46.9260303","25.3534041"
"8993","Calimanel","Călimănel","Harghita","HR","535701","941","46.9522988","25.3353529"
"8994","Luncani","Luncani","Harghita","HR","535702","229","46.9124","25.3568"
"8995","Magherus","Măgheruş","Harghita","HR","535703","521","46.9183023","25.3450419"
"8996","Moglanesti","Moglăneşti","Harghita","HR","535704","285","46.9239952","25.3811567"
"8997","Secu","Secu","Harghita","HR","535705","81","46.9929201","25.4837897"
"8998","Vale","Vale","Harghita","HR","535706","1328","46.947829","25.376168"
"8999","Vagani","Vâgani","Harghita","HR","535707","219","46.9453817","25.2878646"
"9000","Zencani","Zencani","Harghita","HR","535700","789","46.927","25.3341"
"9001","Vlahita","Vlăhiţa","Harghita","HR","535800","6651","46.3266994","25.5148068"
"9002","Baile Homorod","Băile Homorod","Harghita","HR","535801","84","46.3498112","25.46611"
"9003","Minele Lueta","Minele Lueta","Harghita","HR","535802","163","46.3063087","25.5064427"
"9004","Atid","Atid","Harghita","HR","537005","1228","46.4534697","25.0478746"
"9005","Criseni","Crişeni","Harghita","HR","537006","674","46.4178123","24.9703704"
"9006","Cusmed","Cuşmed","Harghita","HR","537007","420","46.4770023","25.0457564"
"9007","Inlaceni","Inlăceni","Harghita","HR","537008","152","46.4309734","25.1112852"
"9008","Siclod","Şiclod","Harghita","HR","537009","231","46.5170204","25.0389112"
"9009","Avramesti","Avrămeşti","Harghita","HR","537010","826","46.334717","25.0091156"
"9010","Andreeni","Andreeni","Harghita","HR","537011","135","46.3476275","25.02218"
"9011","Cechesti","Cecheşti","Harghita","HR","537012","548","46.3146795","25.0184433"
"9012","Firtanus","Firtănuş","Harghita","HR","537013","216","46.4063555","25.0962348"
"9013","Goagiu","Goagiu","Harghita","HR","537014","607","46.3627919","25.0283334"
"9014","Laz-Firtanus","Laz-Firtănuş","Harghita","HR","537016","39","46.3940167","25.0409775"
"9015","Laz-Soimus","Laz-Şoimuş","Harghita","HR","537017","48","46.3606931","24.9852715"
"9016","Medisoru Mic","Medişoru Mic","Harghita","HR","537018","46","46.3872951","25.0492454"
"9017","Bilbor","Bilbor","Harghita","HR","537020","2174","47.0656143","25.4864041"
"9018","Rachitis","Răchitiş","Harghita","HR","537021","464","47.0442827","25.5051269"
"9019","Bradesti","Brădeşti","Harghita","HR","537025","1207","46.6","24.516667"
"9020","Satu Mare","Satu Mare","Harghita","HR","537026","1995","46.3396282","25.3796778"
"9021","Tarnovita","Târnoviţa","Harghita","HR","537027","708","46.3727495","25.3586533"
"9022","Capalnita","Căpâlniţa","Harghita","HR","537030","2026","46.4104654","25.5179459"
"9023","Carta","Cârţa","Harghita","HR","537035","986","46.5305691","25.7615353"
"9024","Ineu","Ineu","Harghita","HR","537036","1723","46.5440442","25.7643503"
"9025","Tomesti","Tomeşti","Harghita","HR","537037","2563","46.5565697","25.7764622"
"9026","Ciucsangeorgiu","Ciucsângeorgiu","Harghita","HR","537040","1938","46.3342733","26.0464199"
"9027","Armaseni","Armăşeni","Harghita","HR","537041","642","46.3537247","25.961316"
"9028","Armasenii Noi","Armăşenii Noi","Harghita","HR","537042","314","46.3388593","25.9723199"
"9029","Bancu","Bancu","Harghita","HR","537043","1331","46.3016939","25.9432296"
"9030","Ciobanis","Ciobăniş","Harghita","HR","537044","5","46.3852","26.1667"
"9031","Cotormani","Cotormani","Harghita","HR","537046","58","46.3044273","25.9082207"
"9032","Eghersec","Eghersec","Harghita","HR","537047","316","46.3336709","26.0672786"
"9033","Ghiurche","Ghiurche","Harghita","HR","537048","3","46.3053438","26.065065"
"9034","Potiond","Potiond","Harghita","HR","537049","232","46.3632401","25.9512087"
"9035","Ciumani","Ciumani","Harghita","HR","537050","4328","46.6799973","25.519454"
"9036","Corbu","Corbu","Harghita","HR","537055","875","47.042172","25.6825"
"9037","Capu Corbului","Capu Corbului","Harghita","HR","537056","645","46.9985124","25.6425053"
"9038","Corund","Corund","Harghita","HR","537060","5228","46.4716004","25.1837289"
"9039","Atia","Atia","Harghita","HR","537061","222","46.4862091","25.1268927"
